nAC11089	nAC8552
nAC11089	nAC8178
nAC11089	nAC17335
nAC11124	nAC11124
nAC11124	nAC11122
nAC11124	nAC10463
nAC11124	nAC10464
nAC11190	nAC11190
nAC11190	nAC11191
nAC11190	nAC20824
nAC11222	nAC11222
nAC11222	nAC11281
nAC11254	nAC11254
nAC11254	nAC20847
nAC11254	nAC20816
nAC11254	nAC20817
nAC11254	nAC20786
nAC11254	nAC20787
nAC11254	nAC20702
nAC11254	nAC11209
nAC11287	nAC11287
nAC11386	nAC11386
nAC11433	nAC11433
nAC11556	nAC11556
nAC11645	nAC11645
nAC11686	nAC11686
nAC11776	nAC11776
nAC11808	nAC11808
nAC11808	nAC12852
nAC11904	nAC11904
nAC11904	nAC345
nAC12011	nAC12011
nAC12045	nAC12045
nAC12103	nAC12103
nAC12103	nAC630
nAC12156	nAC12156
nAC12189	nAC12189
nAC12340	nAC12340
nAC12386	nAC12386
nAC12437	nAC12437
nAC12487	nAC12487
nAC12487	nAC869
nAC12487	nAC340
nAC12487	nAC875
nAC12487	nAC12364
nAC12536	nAC12536
nAC12536	nAC1680
nAC12589	nAC12589
nAC12589	nAC12568
nAC12661	nAC12661
nAC12735	nAC12735
nAC12855	nAC12855
nAC12903	nAC12903
nAC12948	nAC12948
nAC12986	nAC12986
nAC13071	nAC13071
nAC13160	nAC13160
nAC13196	nAC13196
nAC13235	nAC13235
nAC13271	nAC13271
nAC13392	nAC13392
nAC13540	nAC13540
nAC13540	nAC7589
nAC13540	nAC20448
nAC13540	nAC3001
nAC13540	nAC3032
nAC13540	nAC17247
nAC13540	nAC17426
nAC13540	nAC8221
nAC13540	nAC8079
nAC13540	nAC10362
nAC13540	nAC2602
nAC13540	nAC14169
nAC13540	nAC18029
nAC13540	nAC8935
nAC13623	nAC13623
nAC13662	nAC13662
nAC13726	nAC13726
nAC13769	nAC13769
nAC13821	nAC13821
nAC13864	nAC13864
nAC13902	nAC13902
nAC13944	nAC13944
nAC13944	nAC13859
nAC13982	nAC13982
nAC14154	nAC14154
nAC14211	nAC14211
nAC14379	nAC14379
nAC14540	nAC14540
nAC14574	nAC14574
nAC14653	nAC14653
nAC14786	nAC14786
nAC14831	nAC14831
nAC14863	nAC14863
nAC14895	nAC14895
nAC14927	nAC14927
nAC14991	nAC14991
nAC15023	nAC15023
nAC15055	nAC15055
nAC15087	nAC15087
nAC15087	nAC15026
nAC15119	nAC15119
nAC15198	nAC15198
nAC15235	nAC15235
nAC15363	nAC15363
nAC15395	nAC15395
nAC15427	nAC15427
nAC15460	nAC15460
nAC15494	nAC15494
nAC15494	nAC3112
nAC15594	nAC15594
nAC15594	nAC15592
nAC15594	nAC15593
nAC15594	nAC15595
nAC15631	nAC15631
nAC15666	nAC15666
nAC15803	nAC15803
nAC15803	nAC6457
nAC16023	nAC16023
nAC16094	nAC16094
nAC16094	nAC16095
nAC16094	nAC7071
nAC16094	nAC7072
nAC16094	nAC7070
nAC16094	nAC16091
nAC16094	nAC16092
nAC16094	nAC16093
nAC16094	nAC7029
nAC16094	nAC7074
nAC16094	nAC16090
nAC16094	nAC3041
nAC16094	nAC3045
nAC16094	nAC3046
nAC16094	nAC3042
nAC16094	nAC3044
nAC16094	nAC3141
nAC16221	nAC16221
nAC16253	nAC16253
nAC16488	nAC16488
nAC16524	nAC16524
nAC16524	nAC6885
nAC16567	nAC16567
nAC16567	nAC16566
nAC16567	nAC7488
nAC16604	nAC16604
nAC16747	nAC16747
nAC16844	nAC16844
nAC16883	nAC16883
nAC16883	nAC8572
nAC16923	nAC16923
nAC16923	nAC16922
nAC16968	nAC16968
nAC17013	nAC17013
nAC17126	nAC17126
nAC17174	nAC17174
nAC17174	nAC8197
nAC17174	nAC7991
nAC17174	nAC16814
nAC17174	nAC17260
nAC17174	nAC8458
nAC17174	nAC8654
nAC17354	nAC17354
nAC17471	nAC17471
nAC17551	nAC17551
nAC17737	nAC17737
nAC17737	nAC11575
nAC17737	nAC11891
nAC17783	nAC17783
nAC17819	nAC17819
nAC17819	nAC9212
nAC17819	nAC19867
nAC17860	nAC17860
nAC18038	nAC18038
nAC18038	nAC9248
nAC18232	nAC18232
nAC18267	nAC18267
nAC18306	nAC18306
nAC18401	nAC18401
nAC18480	nAC18480
nAC18529	nAC18529
nAC18529	nAC18528
nAC18633	nAC18633
nAC18633	nAC11511
nAC18764	nAC18764
nAC18764	nAC18765
nAC18824	nAC18824
nAC18972	nAC18972
nAC19017	nAC19017
nAC19049	nAC19049
nAC19081	nAC19081
nAC19149	nAC19149
nAC19217	nAC19217
nAC19251	nAC19251
nAC19287	nAC19287
nAC19287	nAC1306
nAC19287	nAC11642
nAC19457	nAC19457
nAC19504	nAC19504
nAC19504	nAC19506
nAC19504	nAC19507
nAC19621	nAC19621
nAC19686	nAC19686
nAC19735	nAC19735
nAC19735	nAC20549
nAC19875	nAC19875
nAC19918	nAC19918
nAC19957	nAC19957
nAC20069	nAC20069
nAC20168	nAC20168
nAC20258	nAC20258
nAC20312	nAC20312
nAC20516	nAC20516
nAC20516	nAC20513
nAC20516	nAC20514
nAC20516	nAC11056
nAC20516	nAC20515
nAC20516	nAC20517
nAC20516	nAC11059
nAC20516	nAC20518
nAC20516	nAC11064
nAC20516	nAC11169
nAC20516	nAC10865
nAC20647	nAC20647
nAC20735	nAC20735
nAC20783	nAC20783
nAC20850	nAC20850
nAC20883	nAC20883
nAC20931	nAC20931
nAC20963	nAC20963
nAC21034	nAC21034
nAC21034	nAC19974
nAC21034	nAC18307
nAC69	nAC69
nAC69	nAC77
nAC105	nAC105
nAC105	nAC14522
nAC105	nAC189
nAC201	nAC201
nAC267	nAC267
nAC267	nAC268
nAC299	nAC299
nAC299	nAC11466
nAC338	nAC338
nAC338	nAC865
nAC338	nAC11834
nAC338	nAC12310
nAC409	nAC409
nAC441	nAC441
nAC441	nAC11720
nAC441	nAC438
nAC441	nAC12801
nAC441	nAC12802
nAC441	nAC12804
nAC441	nAC12805
nAC441	nAC11719
nAC506	nAC506
nAC570	nAC570
nAC570	nAC537
nAC570	nAC540
nAC570	nAC542
nAC603	nAC603
nAC636	nAC636
nAC668	nAC668
nAC733	nAC733
nAC733	nAC11473
nAC733	nAC12258
nAC733	nAC806
nAC831	nAC831
nAC831	nAC832
nAC831	nAC833
nAC10727	nAC10727
nAC10791	nAC10791
nAC10791	nAC20034
nAC10825	nAC10825
nAC10891	nAC10891
nAC11024	nAC11024
nAC11093	nAC11093
nAC11093	nAC10910
nAC11093	nAC10994
nAC11223	nAC11223
nAC11255	nAC11255
nAC11255	nAC20819
nAC11255	nAC20788
nAC11255	nAC11298
nAC11434	nAC11434
nAC11514	nAC11514
nAC11557	nAC11557
nAC11594	nAC11594
nAC11649	nAC11649
nAC11687	nAC11687
nAC11687	nAC12778
nAC11777	nAC11777
nAC11905	nAC11905
nAC12012	nAC12012
nAC12046	nAC12046
nAC12104	nAC12104
nAC12157	nAC12157
nAC12232	nAC12232
nAC12232	nAC8880
nAC12278	nAC12278
nAC12341	nAC12341
nAC12438	nAC12438
nAC12537	nAC12537
nAC12591	nAC12591
nAC12591	nAC17120
nAC12629	nAC12629
nAC12629	nAC1104
nAC12663	nAC12663
nAC12736	nAC12736
nAC12791	nAC12791
nAC12949	nAC12949
nAC13026	nAC13026
nAC13026	nAC1449
nAC13072	nAC13072
nAC13112	nAC13112
nAC13161	nAC13161
nAC13197	nAC13197
nAC13197	nAC1524
nAC13197	nAC13082
nAC13272	nAC13272
nAC13393	nAC13393
nAC13509	nAC13509
nAC13582	nAC13582
nAC13663	nAC13663
nAC13730	nAC13730
nAC13772	nAC13772
nAC13822	nAC13822
nAC13865	nAC13865
nAC13903	nAC13903
nAC13945	nAC13945
nAC13983	nAC13983
nAC14156	nAC14156
nAC14212	nAC14212
nAC14212	nAC1886
nAC14212	nAC19698
nAC14212	nAC2608
nAC14212	nAC18842
nAC14212	nAC2593
nAC14212	nAC3029
nAC14212	nAC13456
nAC14212	nAC14735
nAC14381	nAC14381
nAC14433	nAC14433
nAC14499	nAC14499
nAC14541	nAC14541
nAC14575	nAC14575
nAC14575	nAC14442
nAC14621	nAC14621
nAC14654	nAC14654
nAC14705	nAC14705
nAC14749	nAC14749
nAC14787	nAC14787
nAC14832	nAC14832
nAC14864	nAC14864
nAC14896	nAC14896
nAC14928	nAC14928
nAC14960	nAC14960
nAC14992	nAC14992
nAC14992	nAC15029
nAC15024	nAC15024
nAC15024	nAC15342
nAC15056	nAC15056
nAC15088	nAC15088
nAC15120	nAC15120
nAC15165	nAC15165
nAC15165	nAC3373
nAC15236	nAC15236
nAC15268	nAC15268
nAC15300	nAC15300
nAC15300	nAC4827
nAC15332	nAC15332
nAC15332	nAC15331
nAC15332	nAC15333
nAC15332	nAC15334
nAC15332	nAC15335
nAC15332	nAC14997
nAC15364	nAC15364
nAC15396	nAC15396
nAC15396	nAC14877
nAC15428	nAC15428
nAC15461	nAC15461
nAC15495	nAC15495
nAC15634	nAC15634
nAC15667	nAC15667
nAC15843	nAC15843
nAC15936	nAC15936
nAC15978	nAC15978
nAC16024	nAC16024
nAC16024	nAC7048
nAC16145	nAC16145
nAC16182	nAC16182
nAC16381	nAC16381
nAC16417	nAC16417
nAC16417	nAC13473
nAC16417	nAC16700
nAC16489	nAC16489
nAC16525	nAC16525
nAC16525	nAC16300
nAC16605	nAC16605
nAC16698	nAC16698
nAC16698	nAC16414
nAC16698	nAC16415
nAC16698	nAC16696
nAC16698	nAC16416
nAC16698	nAC16699
nAC16698	nAC7569
nAC16698	nAC16697
nAC16750	nAC16750
nAC16794	nAC16794
nAC16794	nAC17412
nAC16885	nAC16885
nAC16925	nAC16925
nAC16969	nAC16969
nAC17014	nAC17014
nAC17068	nAC17068
nAC17309	nAC17309
nAC17309	nAC17494
nAC17394	nAC17394
nAC17435	nAC17435
nAC17435	nAC8203
nAC17629	nAC17629
nAC17629	nAC18679
nAC17706	nAC17706
nAC17822	nAC17822
nAC17861	nAC17861
nAC17861	nAC19879
nAC17895	nAC17895
nAC18005	nAC18005
nAC18039	nAC18039
nAC18039	nAC17452
nAC18039	nAC8605
nAC18039	nAC783
nAC18039	nAC11498
nAC18039	nAC266
nAC18073	nAC18073
nAC18073	nAC18525
nAC18105	nAC18105
nAC18268	nAC18268
nAC18353	nAC18353
nAC18353	nAC18362
nAC18481	nAC18481
nAC18481	nAC14734
nAC18481	nAC17420
nAC18481	nAC19726
nAC18481	nAC18912
nAC18634	nAC18634
nAC18634	nAC17567
nAC18676	nAC18676
nAC18973	nAC18973
nAC18973	nAC13788
nAC18973	nAC2705
nAC19018	nAC19018
nAC19050	nAC19050
nAC19082	nAC19082
nAC19116	nAC19116
nAC19186	nAC19186
nAC19218	nAC19218
nAC19252	nAC19252
nAC19359	nAC19359
nAC19458	nAC19458
nAC19691	nAC19691
nAC19691	nAC12318
nAC19691	nAC327
nAC19691	nAC915
nAC19958	nAC19958
nAC19958	nAC21020
nAC19958	nAC8999
nAC19958	nAC18289
nAC19958	nAC9004
nAC20070	nAC20070
nAC20169	nAC20169
nAC20259	nAC20259
nAC20313	nAC20313
nAC20439	nAC20439
nAC20648	nAC20648
nAC20695	nAC20695
nAC20736	nAC20736
nAC20818	nAC20818
nAC20851	nAC20851
nAC20932	nAC20932
nAC20964	nAC20964
nAC20997	nAC20997
nAC21086	nAC21086
nAC38	nAC38
nAC38	nAC36
nAC38	nAC39
nAC38	nAC26
nAC38	nAC27
nAC38	nAC25
nAC106	nAC106
nAC138	nAC138
nAC170	nAC170
nAC170	nAC171
nAC202	nAC202
nAC300	nAC300
nAC410	nAC410
nAC410	nAC416
nAC442	nAC442
nAC442	nAC12795
nAC442	nAC12796
nAC442	nAC12798
nAC442	nAC12799
nAC442	nAC11716
nAC442	nAC466
nAC442	nAC11717
nAC507	nAC507
nAC571	nAC571
nAC571	nAC12677
nAC604	nAC604
nAC637	nAC637
nAC637	nAC639
nAC702	nAC702
nAC768	nAC768
nAC768	nAC1327
nAC768	nAC12788
nAC768	nAC11705
nAC870	nAC870
nAC870	nAC341
nAC870	nAC11865
nAC870	nAC12362
nAC941	nAC941
nAC975	nAC975
nAC975	nAC19358
nAC975	nAC1024
nAC975	nAC1026
nAC1138	nAC1138
nAC1138	nAC1141
nAC1209	nAC1209
nAC1276	nAC1276
nAC1276	nAC1275
nAC1276	nAC1277
nAC1469	nAC1469
nAC1469	nAC13194
nAC1469	nAC1468
nAC1469	nAC13078
nAC1469	nAC1554
nAC1568	nAC1568
nAC1568	nAC1569
nAC1665	nAC1665
nAC1729	nAC1729
nAC1761	nAC1761
nAC1761	nAC1756
nAC1761	nAC1758
nAC1761	nAC1765
nAC1761	nAC1766
nAC1761	nAC1755
nAC1793	nAC1793
nAC1793	nAC1795
nAC1793	nAC1948
nAC1825	nAC1825
nAC1857	nAC1857
nAC1857	nAC13268
nAC5244	nAC5244
nAC5276	nAC5276
nAC5276	nAC5275
nAC5276	nAC5277
nAC5276	nAC5278
nAC5405	nAC5405
nAC5405	nAC5406
nAC5437	nAC5437
nAC5501	nAC5501
nAC5501	nAC5500
nAC5501	nAC5502
nAC5501	nAC5503
nAC5597	nAC5597
nAC5597	nAC5598
nAC5630	nAC5630
nAC5663	nAC5663
nAC5695	nAC5695
nAC5823	nAC5823
nAC5855	nAC5855
nAC5855	nAC5852
nAC5855	nAC5853
nAC5855	nAC5854
nAC5855	nAC5856
nAC5887	nAC5887
nAC5921	nAC5921
nAC5921	nAC4567
nAC5921	nAC3836
nAC5921	nAC3483
nAC5921	nAC4564
nAC5953	nAC5953
nAC5985	nAC5985
nAC6049	nAC6049
nAC6049	nAC6081
nAC6049	nAC6169
nAC6276	nAC6276
nAC6373	nAC6373
nAC6439	nAC6439
nAC6439	nAC6093
nAC6439	nAC6090
nAC6439	nAC6091
nAC6439	nAC6092
nAC6634	nAC6634
nAC6698	nAC6698
nAC6698	nAC6685
nAC6794	nAC6794
nAC6860	nAC6860
nAC6860	nAC16513
nAC6860	nAC16284
nAC6892	nAC6892
nAC6892	nAC7249
nAC7120	nAC7120
nAC7216	nAC7216
nAC7280	nAC7280
nAC7280	nAC7279
nAC7280	nAC7281
nAC7280	nAC7273
nAC7408	nAC7408
nAC7440	nAC7440
nAC7504	nAC7504
nAC7504	nAC7503
nAC7666	nAC7666
nAC7733	nAC7733
nAC7733	nAC9379
nAC7829	nAC7829
nAC8021	nAC8021
nAC8122	nAC8122
nAC8122	nAC8300
nAC8154	nAC8154
nAC8228	nAC8228
nAC8262	nAC8262
nAC8262	nAC8261
nAC9577	nAC9577
nAC9577	nAC18349
nAC9577	nAC14037
nAC9577	nAC14038
nAC9577	nAC13926
nAC9577	nAC2480
nAC9757	nAC9757
nAC9956	nAC9956
nAC10184	nAC10184
nAC10248	nAC10248
nAC10314	nAC10314
nAC10314	nAC19536
nAC10314	nAC19537
nAC10314	nAC19538
nAC10314	nAC19539
nAC10314	nAC19522
nAC10314	nAC19530
nAC10314	nAC10240
nAC10314	nAC19534
nAC10314	nAC19535
nAC10348	nAC10348
nAC10382	nAC10382
nAC10382	nAC9190
nAC10427	nAC10427
nAC10499	nAC10499
nAC10499	nAC2628
nAC10499	nAC9621
nAC10499	nAC11335
nAC10499	nAC20495
nAC10601	nAC10601
nAC10633	nAC10633
nAC10665	nAC10665
nAC10729	nAC10729
nAC10761	nAC10761
nAC10827	nAC10827
nAC10827	nAC10826
nAC10827	nAC10828
nAC10861	nAC10861
nAC10861	nAC10860
nAC10861	nAC10998
nAC10861	nAC10974
nAC10861	nAC10975
nAC10861	nAC11040
nAC10861	nAC11041
nAC10861	nAC11042
nAC10861	nAC11043
nAC10861	nAC11044
nAC10861	nAC11045
nAC10962	nAC10962
nAC10962	nAC10957
nAC10962	nAC10999
nAC10962	nAC10982
nAC11389	nAC11389
nAC11436	nAC11436
nAC11436	nAC12441
nAC11436	nAC15842
nAC11436	nAC16650
nAC11436	nAC18023
nAC11436	nAC8937
nAC11436	nAC13535
nAC11436	nAC7596
nAC11436	nAC20828
nAC11436	nAC8751
nAC11436	nAC17611
nAC11476	nAC11476
nAC11559	nAC11559
nAC11596	nAC11596
nAC11653	nAC11653
nAC11779	nAC11779
nAC11863	nAC11863
nAC11863	nAC12346
nAC11863	nAC873
nAC11863	nAC893
nAC11908	nAC11908
nAC11942	nAC11942
nAC12159	nAC12159
nAC12159	nAC11807
nAC12159	nAC19042
nAC12192	nAC12192
nAC12236	nAC12236
nAC12280	nAC12280
nAC12541	nAC12541
nAC12595	nAC12595
nAC12631	nAC12631
nAC12672	nAC12672
nAC12793	nAC12793
nAC12861	nAC12861
nAC12911	nAC12911
nAC12952	nAC12952
nAC12989	nAC12989
nAC13029	nAC13029
nAC13074	nAC13074
nAC13074	nAC1498
nAC13074	nAC13075
nAC13074	nAC13076
nAC13163	nAC13163
nAC13238	nAC13238
nAC13397	nAC13397
nAC13438	nAC13438
nAC13474	nAC13474
nAC13544	nAC13544
nAC13626	nAC13626
nAC13666	nAC13666
nAC13733	nAC13733
nAC13777	nAC13777
nAC13824	nAC13824
nAC13905	nAC13905
nAC13905	nAC13872
nAC13905	nAC13845
nAC13947	nAC13947
nAC13986	nAC13986
nAC14113	nAC14113
nAC14113	nAC14115
nAC14159	nAC14159
nAC14273	nAC14273
nAC14339	nAC14339
nAC14387	nAC14387
nAC14504	nAC14504
nAC14543	nAC14543
nAC14577	nAC14577
nAC14623	nAC14623
nAC14623	nAC2847
nAC14656	nAC14656
nAC14708	nAC14708
nAC14708	nAC14709
nAC14751	nAC14751
nAC14789	nAC14789
nAC14789	nAC15442
nAC14834	nAC14834
nAC14866	nAC14866
nAC14898	nAC14898
nAC14930	nAC14930
nAC14962	nAC14962
nAC14994	nAC14994
nAC15090	nAC15090
nAC15122	nAC15122
nAC15167	nAC15167
nAC15167	nAC4440
nAC15238	nAC15238
nAC15270	nAC15270
nAC15302	nAC15302
nAC15302	nAC15303
nAC15302	nAC3340
nAC15302	nAC3341
nAC15366	nAC15366
nAC15398	nAC15398
nAC15430	nAC15430
nAC15463	nAC15463
nAC15497	nAC15497
nAC15550	nAC15550
nAC15600	nAC15600
nAC15600	nAC8304
nAC15636	nAC15636
nAC15669	nAC15669
nAC15758	nAC15758
nAC15758	nAC15969
nAC15808	nAC15808
nAC15980	nAC15980
nAC16032	nAC16032
nAC16032	nAC6674
nAC16032	nAC7121
nAC16032	nAC7144
nAC16032	nAC7196
nAC16099	nAC16099
nAC16099	nAC7105
nAC16147	nAC16147
nAC16147	nAC17908
nAC16147	nAC19919
nAC10677	nAC10677
nAC10677	nAC10660
nAC10677	nAC10661
nAC10741	nAC10741
nAC10741	nAC20662
nAC10773	nAC10773
nAC10839	nAC10839
nAC11038	nAC11038
nAC11038	nAC11037
nAC11038	nAC11116
nAC11107	nAC11107
nAC11107	nAC20594
nAC11107	nAC10911
nAC11171	nAC11171
nAC11171	nAC20438
nAC11269	nAC11269
nAC11269	nAC11296
nAC11269	nAC10044
nAC11269	nAC14245
nAC11269	nAC9817
nAC11269	nAC6565
nAC11269	nAC18070
nAC11269	nAC2493
nAC11269	nAC11097
nAC11269	nAC17514
nAC11269	nAC8569
nAC11269	nAC880
nAC11269	nAC16618
nAC11269	nAC8929
nAC11269	nAC7585
nAC11269	nAC8183
nAC11269	nAC8452
nAC11269	nAC1814
nAC11269	nAC2106
nAC11269	nAC2048
nAC11269	nAC16197
nAC11269	nAC6772
nAC11368	nAC11368
nAC11492	nAC11492
nAC11492	nAC263
nAC11538	nAC11538
nAC11571	nAC11571
nAC11571	nAC13035
nAC11615	nAC11615
nAC11666	nAC11666
nAC11703	nAC11703
nAC11703	nAC938
nAC11703	nAC21051
nAC11703	nAC692
nAC11751	nAC11751
nAC11791	nAC11791
nAC11829	nAC11829
nAC11829	nAC11830
nAC11881	nAC11881
nAC11881	nAC12389
nAC11922	nAC11922
nAC11963	nAC11963
nAC12028	nAC12028
nAC12071	nAC12071
nAC12211	nAC12211
nAC12298	nAC12298
nAC12363	nAC12363
nAC12363	nAC12486
nAC12409	nAC12409
nAC12555	nAC12555
nAC12644	nAC12644
nAC12644	nAC1329
nAC12699	nAC12699
nAC12875	nAC12875
nAC12927	nAC12927
nAC12967	nAC12967
nAC12967	nAC18675
nAC12967	nAC6944
nAC12967	nAC16356
nAC13129	nAC13129
nAC13129	nAC1541
nAC13217	nAC13217
nAC13253	nAC13253
nAC13290	nAC13290
nAC13411	nAC13411
nAC13411	nAC13412
nAC13489	nAC13489
nAC13489	nAC2098
nAC13489	nAC18713
nAC13489	nAC2142
nAC13523	nAC13523
nAC13559	nAC13559
nAC13559	nAC13558
nAC13602	nAC13602
nAC13643	nAC13643
nAC13682	nAC13682
nAC13801	nAC13801
nAC13836	nAC13836
nAC13882	nAC13882
nAC13921	nAC13921
nAC14178	nAC14178
nAC14178	nAC2646
nAC14229	nAC14229
nAC14229	nAC14230
nAC14229	nAC14231
nAC14359	nAC14359
nAC14407	nAC14407
nAC14407	nAC2926
nAC14454	nAC14454
nAC14454	nAC2906
nAC14454	nAC2785
nAC14556	nAC14556
nAC14636	nAC14636
nAC14766	nAC14766
nAC14846	nAC14846
nAC14878	nAC14878
nAC14910	nAC14910
nAC14942	nAC14942
nAC14974	nAC14974
nAC15006	nAC15006
nAC15038	nAC15038
nAC15070	nAC15070
nAC15102	nAC15102
nAC15214	nAC15214
nAC15250	nAC15250
nAC15282	nAC15282
nAC15282	nAC4458
nAC15314	nAC15314
nAC15346	nAC15346
nAC15410	nAC15410
nAC15443	nAC15443
nAC15726	nAC15726
nAC15858	nAC15858
nAC15918	nAC15918
nAC15918	nAC15904
nAC15956	nAC15956
nAC16062	nAC16062
nAC16062	nAC7119
nAC16200	nAC16200
nAC16363	nAC16363
nAC16396	nAC16396
nAC16396	nAC16401
nAC16396	nAC16394
nAC16396	nAC16399
nAC16396	nAC16400
nAC16503	nAC16503
nAC16546	nAC16546
nAC16546	nAC17023
nAC16546	nAC8394
nAC16624	nAC16624
nAC16624	nAC16625
nAC16767	nAC16767
nAC16815	nAC16815
nAC16863	nAC16863
nAC16863	nAC16181
nAC3526	nAC3526
nAC3590	nAC3590
nAC3622	nAC3622
nAC3654	nAC3654
nAC3654	nAC3077
nAC3654	nAC3078
nAC3654	nAC3079
nAC3751	nAC3751
nAC3751	nAC3750
nAC3815	nAC3815
nAC3815	nAC3813
nAC3815	nAC3816
nAC3848	nAC3848
nAC3912	nAC3912
nAC4040	nAC4040
nAC4072	nAC4072
nAC4072	nAC4071
nAC4072	nAC4073
nAC4136	nAC4136
nAC4168	nAC4168
nAC4168	nAC4167
nAC4200	nAC4200
nAC4232	nAC4232
nAC4232	nAC4237
nAC4296	nAC4296
nAC4296	nAC4297
nAC4392	nAC4392
nAC4392	nAC4393
nAC4392	nAC4394
nAC4456	nAC4456
nAC4456	nAC4457
nAC4488	nAC4488
nAC4552	nAC4552
nAC4584	nAC4584
nAC4680	nAC4680
nAC4712	nAC4712
nAC4744	nAC4744
nAC4776	nAC4776
nAC4808	nAC4808
nAC4808	nAC4802
nAC4808	nAC4803
nAC4808	nAC4809
nAC4840	nAC4840
nAC4872	nAC4872
nAC4904	nAC4904
nAC4904	nAC4903
nAC4936	nAC4936
nAC4969	nAC4969
nAC5098	nAC5098
nAC5098	nAC5096
nAC5098	nAC5097
nAC5290	nAC5290
nAC5322	nAC5322
nAC5322	nAC3223
nAC5322	nAC3224
nAC5322	nAC4194
nAC5322	nAC5363
nAC5387	nAC5387
nAC5515	nAC5515
nAC5773	nAC5773
nAC5773	nAC5774
nAC5902	nAC5902
nAC5935	nAC5935
nAC5967	nAC5967
nAC5967	nAC5997
nAC5967	nAC5968
nAC5999	nAC5999
nAC6063	nAC6063
nAC6290	nAC6290
nAC6453	nAC6453
nAC6453	nAC6095
nAC6453	nAC6454
nAC6518	nAC6518
nAC6518	nAC6519
nAC6584	nAC6584
nAC6712	nAC6712
nAC6808	nAC6808
nAC6841	nAC6841
nAC6841	nAC6840
nAC7198	nAC7198
nAC7230	nAC7230
nAC7294	nAC7294
nAC7422	nAC7422
nAC7518	nAC7518
nAC7518	nAC7517
nAC7747	nAC7747
nAC7875	nAC7875
nAC7875	nAC7927
nAC7939	nAC7939
nAC7939	nAC7826
nAC7939	nAC10130
nAC8035	nAC8035
nAC8067	nAC8067
nAC8104	nAC8104
nAC8415	nAC8415
nAC8447	nAC8447
nAC8447	nAC8431
nAC8447	nAC8434
nAC8447	nAC8435
nAC8447	nAC8443
nAC8447	nAC8445
nAC8447	nAC8425
nAC8447	nAC8494
nAC8447	nAC8492
nAC8447	nAC8493
nAC8447	nAC8448
nAC8511	nAC8511
nAC8511	nAC8523
nAC8543	nAC8543
nAC8642	nAC8642
nAC8642	nAC8643
nAC8675	nAC8675
nAC8675	nAC8676
nAC8707	nAC8707
nAC8739	nAC8739
nAC8739	nAC17555
nAC8835	nAC8835
nAC8835	nAC8831
nAC9064	nAC9064
nAC9064	nAC19895
nAC9096	nAC9096
nAC9128	nAC9128
nAC9128	nAC19929
nAC9128	nAC13607
nAC9160	nAC9160
nAC9160	nAC18974
nAC9160	nAC13546
nAC9160	nAC6465
nAC9381	nAC9381
nAC9381	nAC9528
nAC9381	nAC10322
nAC9381	nAC18884
nAC9381	nAC9759
nAC9381	nAC2435
nAC9511	nAC9511
nAC9592	nAC9592
nAC9592	nAC2578
nAC9672	nAC9672
nAC9672	nAC9673
nAC9802	nAC9802
nAC9802	nAC12455
nAC9802	nAC1820
nAC9802	nAC11072
nAC9802	nAC10855
nAC9802	nAC10947
nAC9802	nAC15542
nAC9802	nAC2984
nAC9802	nAC14198
nAC9802	nAC2375
nAC9802	nAC9551
nAC9802	nAC19672
nAC9838	nAC9838
nAC9905	nAC9905
nAC9937	nAC9937
nAC9937	nAC9964
nAC9969	nAC9969
nAC9969	nAC17594
nAC9969	nAC18665
nAC1291	nAC1291
nAC1484	nAC1484
nAC1484	nAC1487
nAC1517	nAC1517
nAC1517	nAC1516
nAC1517	nAC1518
nAC1616	nAC1616
nAC1648	nAC1648
nAC1776	nAC1776
nAC1873	nAC1873
nAC1969	nAC1969
nAC2034	nAC2034
nAC2034	nAC2036
nAC2066	nAC2066
nAC2131	nAC2131
nAC2131	nAC2133
nAC2164	nAC2164
nAC2164	nAC2200
nAC2164	nAC2201
nAC2197	nAC2197
nAC2229	nAC2229
nAC2261	nAC2261
nAC2325	nAC2325
nAC2357	nAC2357
nAC2473	nAC2473
nAC2473	nAC9564
nAC2544	nAC2544
nAC2649	nAC2649
nAC2649	nAC14209
nAC2682	nAC2682
nAC2682	nAC15703
nAC2752	nAC2752
nAC2816	nAC2816
nAC2816	nAC2819
nAC2848	nAC2848
nAC2848	nAC14405
nAC2880	nAC2880
nAC3008	nAC3008
nAC3109	nAC3109
nAC3109	nAC3106
nAC3109	nAC3108
nAC3109	nAC3111
nAC3142	nAC3142
nAC3142	nAC3143
nAC3270	nAC3270
nAC3270	nAC15298
nAC3270	nAC3550
nAC3270	nAC3271
nAC3334	nAC3334
nAC3334	nAC3291
nAC3334	nAC3558
nAC3398	nAC3398
nAC3398	nAC15197
nAC3398	nAC5152
nAC3398	nAC3396
nAC3398	nAC3397
nAC3398	nAC3399
nAC3398	nAC3400
nAC3398	nAC3858
nAC3398	nAC5151
nAC3559	nAC3559
nAC3591	nAC3591
nAC3623	nAC3623
nAC3655	nAC3655
nAC3655	nAC3103
nAC3688	nAC3688
nAC3688	nAC3687
nAC3720	nAC3720
nAC3720	nAC3719
nAC3849	nAC3849
nAC3849	nAC3850
nAC3849	nAC3851
nAC3849	nAC3852
nAC3977	nAC3977
nAC3977	nAC3975
nAC3977	nAC3976
nAC4009	nAC4009
nAC4009	nAC4010
nAC4041	nAC4041
nAC4105	nAC4105
